t|obj_id
51|7318 with 7080
51|7318 with 7089
51|7318 with 7263
51|7843 with 7089
51|6990 with 2688
51|6990 with 2631
51|6990 with 2769
51|6990 with 2430
51|7897 with 7890
51|8068 with 7845
51|8129 with 7845
51|8129 with 7890
51|8129 with 8068
51|8174 with 7890
51|8174 with 7897
51|8245 with 7845
51|8245 with 8068
51|8245 with 8129
51|7843 with 2688
51|7843 with 2631
51|7843 with 2769
51|7843 with 2430
51|8463 with 8356
51|8720 with 8356
51|8720 with 8463
51|9072 with 8463
51|9072 with 8720
51|9072 with 9032
51|9188 with 8356
51|9188 with 8463
51|9188 with 8720
51|9188 with 9072
51|9370 with 8356
51|9370 with 8463
51|8245 with 2688
51|8245 with 2631
51|8245 with 2769
51|8245 with 2430
51|9542 with 9536
51|9624 with 9536
51|9624 with 9542
51|9750 with 9536
51|9750 with 9542
51|9750 with 9624
51|9761 with 9659
51|9370 with 2688
51|9370 with 2631
51|9370 with 2769
51|9370 with 2430
51|9778 with 9765
51|9808 with 9778
51|9808 with 9802
51|9837 with 9765
51|9837 with 9778
51|9837 with 9808
51|9878 with 9765
51|9878 with 9778
51|9761 with 2688
51|9761 with 2631
51|9761 with 2769
51|9761 with 2430
51|8188 with 4791
51|8098 with 7270
51|7343 with 4994
52|2065 with 2011
52|2093 with 2011
52|2093 with 2065
52|2190 with 2065
52|2430 with 2065
52|2430 with 2190
52|2497 with 2430
52|2497 with 2190
52|2520 with 2430
52|2520 with 2497
52|2520 with 2190
52|2617 with 2520
52|2617 with 2430
52|2617 with 2497
52|2617 with 2011
52|2617 with 2065
52|2617 with 2190
52|2631 with 2520
52|2631 with 2430
52|2631 with 2497
52|2631 with 2617
52|2631 with 2011
52|2631 with 2065
52|2631 with 2190
52|2688 with 2520
52|2688 with 2631
52|2688 with 2430
52|2688 with 2497
52|2688 with 2617
52|2688 with 2011
52|2688 with 2065
52|2688 with 2190
52|2769 with 2688
52|2769 with 2011
52|2769 with 2065
52|2769 with 2093
52|2831 with 2520
52|2831 with 2688
52|2831 with 2631
52|2831 with 2617
52|2831 with 2011
52|2831 with 2065
52|2520 with 2831
52|2520 with 2688
52|2520 with 2631
52|2520 with 2430
52|2520 with 2497
52|2520 with 2617
52|2520 with 2190
52|2884 with 2880
52|3191 with 2880
52|3191 with 2884
52|3351 with 2880
52|3351 with 2884
52|3351 with 3191
52|3668 with 2880
52|3668 with 2884
52|3668 with 3191
52|3668 with 3351
52|3777 with 2880
52|3777 with 2884
52|3777 with 3191
52|3777 with 3351
52|3777 with 3668
52|3780 with 2880
52|3780 with 2884
52|3780 with 3191
52|3780 with 3351
52|3780 with 3668
52|3780 with 3777
52|2831 with 2688
52|2831 with 2631
52|2831 with 2769
52|2831 with 2430
52|3867 with 3803
52|3867 with 3831
52|4118 with 3831
52|4118 with 3867
52|4276 with 3831
52|4276 with 4163
52|3780 with 2688
52|3780 with 2631
52|3780 with 2769
52|3780 with 2430
52|4321 with 4286
52|4321 with 4300
52|4380 with 4286
52|4380 with 4321
52|4523 with 4286
52|4523 with 4300
52|4523 with 4321
52|4523 with 4380
52|4538 with 4523
52|4624 with 4286
52|4624 with 4380
52|4276 with 2688
52|4276 with 2631
52|4276 with 2769
52|4276 with 2430
52|4667 with 4628
52|4721 with 4628
52|4721 with 4667
52|4733 with 4667
52|4733 with 4721
52|4784 with 4628
52|4784 with 4667
52|4784 with 4733
52|4857 with 4733
52|4867 with 4628
52|4867 with 4667
52|4867 with 4733
52|4867 with 4784
52|4624 with 2688
52|4624 with 2631
52|4624 with 2769
52|4624 with 2430
52|4949 with 4891
52|4964 with 4891
52|4964 with 4949
52|4991 with 4891
52|4991 with 4949
52|4991 with 4964
52|6832 with 4887
52|6832 with 4891
52|6832 with 4964
52|6990 with 4887
52|6990 with 4891
52|6990 with 4964
52|6990 with 4991
52|6990 with 6832
52|4867 with 2688
52|4867 with 2631
52|4867 with 2769
52|4867 with 2430
52|7080 with 7078
52|7089 with 7078
52|7089 with 7080
52|7244 with 7089
52|7263 with 7078
52|7263 with 7080
52|7263 with 7089
52|7318 with 7078
52|7318 with 7080
52|7318 with 7089
52|7318 with 7263
52|7843 with 7089
52|6990 with 2688
52|6990 with 2631
52|6990 with 2769
52|6990 with 2430
52|7897 with 7890
52|8068 with 7845
52|8129 with 7845
52|8129 with 7890
52|8129 with 8068
52|8174 with 7890
52|8174 with 7897
52|8245 with 7845
52|8245 with 8068
52|8245 with 8129
52|7843 with 2688
52|7843 with 2631
52|7843 with 2769
52|7843 with 2430
52|8463 with 8356
52|8720 with 8356
52|8720 with 8463
52|9072 with 8463
52|9072 with 8720
52|9072 with 9032
52|9188 with 8356
52|9188 with 8463
52|9188 with 8720
52|9188 with 9072
52|9370 with 8356
52|9370 with 8463
52|8245 with 2688
52|8245 with 2631
52|8245 with 2769
52|8245 with 2430
52|9542 with 9536
52|9624 with 9536
52|9624 with 9542
52|9750 with 9536
52|9750 with 9542
52|9750 with 9624
52|9761 with 9659
52|9370 with 2688
52|9370 with 2631
52|9370 with 2769
52|9370 with 2430
52|9778 with 9765
52|9808 with 9778
52|9808 with 9802
52|9837 with 9765
52|9837 with 9778
52|9837 with 9808
52|9878 with 9765
52|9878 with 9778
52|9761 with 2688
52|9761 with 2631
52|9761 with 2769
52|9761 with 2430
52|8188 with 4791
52|8098 with 7270
52|2666 with 1468
53|2065 with 2011
53|2093 with 2011
53|2093 with 2065
53|2190 with 2065
53|2430 with 2065
53|2430 with 2190
53|2497 with 2430
53|2497 with 2190
53|2520 with 2430
53|2520 with 2497
53|2520 with 2190
53|2617 with 2520
53|2617 with 2430
53|2617 with 2497
53|2617 with 2011
53|2617 with 2065
53|2617 with 2190
53|2631 with 2520
53|2631 with 2430
53|2631 with 2497
53|2631 with 2617
53|2631 with 2011
53|2631 with 2065
53|2631 with 2190
53|2688 with 2520
53|2688 with 2631
53|2688 with 2430
53|2688 with 2497
53|2688 with 2617
53|2688 with 2011
53|2688 with 2065
53|2688 with 2190
53|2769 with 2688
53|2769 with 2011
53|2769 with 2065
53|2769 with 2093
53|2831 with 2520
53|2831 with 2688
53|2831 with 2631
53|2831 with 2617
53|2831 with 2011
53|2831 with 2065
53|2520 with 2831
53|2520 with 2688
53|2520 with 2631
53|2520 with 2430
53|2520 with 2497
53|2520 with 2617
53|2520 with 2190
53|2884 with 2880
53|3191 with 2880
53|3191 with 2884
53|3351 with 2880
53|3351 with 2884
53|3351 with 3191
53|3668 with 2880
53|3668 with 2884
53|3668 with 3191
53|3668 with 3351
53|3777 with 2880
53|3777 with 2884
53|3777 with 3191
53|3777 with 3351
53|3777 with 3668
53|3780 with 2880
53|3780 with 2884
53|3780 with 3191
53|3780 with 3351
53|3780 with 3668
53|3780 with 3777
53|2831 with 2688
53|2831 with 2631
53|2831 with 2769
53|2831 with 2430
53|3867 with 3803
53|3867 with 3831
53|4118 with 3831
53|4118 with 3867
53|4276 with 3831
53|4276 with 4163
53|3780 with 2688
53|3780 with 2631
53|3780 with 2769
53|3780 with 2430
53|4321 with 4286
53|4321 with 4300
53|4380 with 4286
53|4380 with 4321
53|4523 with 4286
53|4523 with 4300
53|4523 with 4321
53|4523 with 4380
53|4538 with 4523
53|4624 with 4286
53|4624 with 4380
53|4276 with 2688
53|4276 with 2631
53|4276 with 2769
53|4276 with 2430
53|4667 with 4628
53|4721 with 4628
53|4721 with 4667
53|4733 with 4667
53|4733 with 4721
53|4784 with 4628
53|4784 with 4667
53|4784 with 4733
53|4857 with 4733
53|4867 with 4628
53|4867 with 4667
53|4867 with 4733
53|4867 with 4784
53|4624 with 2688
53|4624 with 2631
53|4624 with 2769
53|4624 with 2430
53|4949 with 4891
53|4964 with 4891
53|4964 with 4949
53|4991 with 4891
53|4991 with 4949
53|4991 with 4964
53|6832 with 4887
53|6832 with 4891
53|6832 with 4964
53|6990 with 4887
53|6990 with 4891
53|6990 with 4964
53|6990 with 4991
53|6990 with 6832
53|4867 with 2688
53|4867 with 2631
53|4867 with 2769
53|4867 with 2430
53|7080 with 7078
53|7089 with 7078
53|7089 with 7080
53|7244 with 7089
53|7263 with 7078
53|7263 with 7080
53|7263 with 7089
53|7318 with 7078
53|7318 with 7080
53|7318 with 7089
53|7318 with 7263
53|7843 with 7089
53|6990 with 2688
53|6990 with 2631
53|6990 with 2769
53|6990 with 2430
53|7897 with 7890
53|8068 with 7845
53|8129 with 7845
53|8129 with 7890
53|8129 with 8068
53|8174 with 7890
53|8174 with 7897
53|8245 with 7845
53|8245 with 8068
53|8245 with 8129
53|7843 with 2688
53|7843 with 2631
53|7843 with 2769
53|7843 with 2430
53|8463 with 8356
53|8720 with 8356
53|8720 with 8463
53|9072 with 8463
53|9072 with 8720
53|9072 with 9032
53|9188 with 8356
53|9188 with 8463
53|9188 with 8720
53|9188 with 9072
53|9370 with 8356
53|9370 with 8463
53|8245 with 2688
53|8245 with 2631
53|8245 with 2769
53|8245 with 2430
53|9542 with 9536
53|9624 with 9536
53|9624 with 9542
53|9750 with 9536
53|9750 with 9542
53|9750 with 9624
53|9761 with 9659
53|9370 with 2688
53|9370 with 2631
53|9370 with 2769
53|9370 with 2430
53|9778 with 9765
53|9808 with 9778
53|9808 with 9802
53|9837 with 9765
53|9837 with 9778
53|9837 with 9808
53|9878 with 9765
53|9878 with 9778
53|9761 with 2688
53|9761 with 2631
53|9761 with 2769
53|9761 with 2430
53|8188 with 4791
53|8098 with 7270
53|9940 with 8388
53|9758 with 9098
53|2666 with 1468
53|7734 with 7412
54|6995 with 5753
54|2065 with 2011
54|2093 with 2011
54|2093 with 2065
54|2190 with 2065
54|2430 with 2065
54|2430 with 2190
54|2497 with 2430
54|2497 with 2190
54|2520 with 2430
54|2520 with 2497
54|2520 with 2190
54|2617 with 2520
54|2617 with 2430
54|2617 with 2497
54|2617 with 2011
54|2617 with 2065
54|2617 with 2190
54|2631 with 2520
54|2631 with 2430
54|2631 with 2497
54|2631 with 2617
54|2631 with 2011
54|2631 with 2065
54|2631 with 2190
54|2688 with 2520
54|2688 with 2631
54|2688 with 2430
54|2688 with 2497
54|2688 with 2617
54|2688 with 2011
54|2688 with 2065
54|2688 with 2190
54|2769 with 2688
54|2769 with 2011
54|2769 with 2065
54|2769 with 2093
54|2831 with 2520
54|2831 with 2688
54|2831 with 2631
54|2831 with 2617
54|2831 with 2011
54|2831 with 2065
54|2520 with 2831
54|2520 with 2688
54|2520 with 2631
54|2520 with 2430
54|2520 with 2497
54|2520 with 2617
54|2520 with 2190
54|2884 with 2880
54|3191 with 2880
54|3191 with 2884
54|3351 with 2880
54|3351 with 2884
54|3351 with 3191
54|3668 with 2880
54|3668 with 2884
54|3668 with 3191
54|3668 with 3351
54|3777 with 2880
54|3777 with 2884
54|3777 with 3191
54|3777 with 3351
54|3777 with 3668
54|3780 with 2880
54|3780 with 2884
54|3780 with 3191
54|3780 with 3351
54|3780 with 3668
54|3780 with 3777
54|2831 with 2688
54|2831 with 2631
54|2831 with 2769
54|2831 with 2430
54|3867 with 3803
54|3867 with 3831
54|4118 with 3831
54|4118 with 3867
54|4276 with 3831
54|4276 with 4163
54|3780 with 2688
54|3780 with 2631
54|3780 with 2769
54|3780 with 2430
54|4321 with 4286
54|4321 with 4300
54|4380 with 4286
54|4380 with 4321
54|4523 with 4286
54|4523 with 4300
54|4523 with 4321
54|4523 with 4380
54|4538 with 4523
54|4624 with 4286
54|4624 with 4380
54|4276 with 2688
54|4276 with 2631
54|4276 with 2769
54|4276 with 2430
54|4667 with 4628
54|4721 with 4628
54|4721 with 4667
54|4733 with 4667
54|4733 with 4721
54|4784 with 4628
54|4784 with 4667
54|4784 with 4733
54|4857 with 4733
54|4867 with 4628
54|4867 with 4667
54|4867 with 4733
54|4867 with 4784
54|4624 with 2688
54|4624 with 2631
54|4624 with 2769
54|4624 with 2430
54|4949 with 4891
54|4964 with 4891
54|4964 with 4949
54|4991 with 4891
54|4991 with 4949
54|4991 with 4964
54|6832 with 4887
54|6832 with 4891
54|6832 with 4964
54|6990 with 4887
54|6990 with 4891
54|6990 with 4964
54|6990 with 4991
54|6990 with 6832
54|4867 with 2688
54|4867 with 2631
54|4867 with 2769
54|4867 with 2430
54|7080 with 7078
54|7089 with 7078
54|7089 with 7080
54|7244 with 7089
54|7263 with 7078
54|7263 with 7080
54|7263 with 7089
54|7318 with 7078
54|7318 with 7080
54|7318 with 7089
54|7318 with 7263
54|7843 with 7089
54|6990 with 2688
54|6990 with 2631
54|6990 with 2769
54|6990 with 2430
54|7897 with 7890
54|8068 with 7845
54|8129 with 7845
54|8129 with 7890
54|8129 with 8068
54|8174 with 7890
54|8174 with 7897
54|8245 with 7845
54|8245 with 8068
54|8245 with 8129
54|7843 with 2688
54|7843 with 2631
54|7843 with 2769
54|7843 with 2430
54|8463 with 8356
54|8720 with 8356
54|8720 with 8463
54|9072 with 8463
54|9072 with 8720
54|9072 with 9032
54|9188 with 8356
54|9188 with 8463
54|9188 with 8720
54|9188 with 9072
54|9370 with 8356
54|9370 with 8463
54|8245 with 2688
54|8245 with 2631
54|8245 with 2769
54|8245 with 2430
54|9542 with 9536
54|9624 with 9536
54|9624 with 9542
54|9750 with 9536
54|9750 with 9542
54|9750 with 9624
54|9761 with 9659
54|9370 with 2688
54|9370 with 2631
54|9370 with 2769
54|9370 with 2430
54|9778 with 9765
54|9808 with 9778
54|9808 with 9802
54|9837 with 9765
54|9837 with 9778
54|9837 with 9808
54|9878 with 9765
54|9878 with 9778
54|9761 with 2688
54|9761 with 2631
54|9761 with 2769
54|9761 with 2430
54|8188 with 4791
54|8098 with 7270
54|9940 with 8388
54|2072 with 1912
54|9758 with 9098
54|2666 with 1468
54|7734 with 7412
